chr1	15948	16606	2	2	1	0	28	16
chr1	16028	16606	2	2	0	0	20	28
chr1	16766	16857	2	2	1	0	18	36
chr1	17369	17605	2	2	1	0	60	33
chr1	17743	17914	2	2	1	0	81	20
chr1	18062	18267	2	2	1	0	22	8
chr1	18367	24737	2	2	1	0	50	36
chr1	92241	112699	2	2	1	0	18	28
chr1	136709	136903	2	2	0	0	8	29
chr1	136709	137001	2	2	0	0	2	22
chr1	136709	137196	2	2	0	0	2	22
chr1	136904	137049	2	2	0	0	1	33
chr1	139848	140074	2	2	1	0	1	29
chr1	143012	146385	2	2	1	10	0	34
chr1	155832	164262	2	2	1	0	9	29
chr1	164792	165883	2	2	1	0	70	37
chr1	168166	169048	2	2	1	0	31	31
chr1	169265	172556	2	2	1	19	0	21
chr1	185351	185490	2	2	1	0	148	35
chr1	185560	186316	2	2	1	0	41	22
chr1	186470	187128	2	2	1	0	102	32
chr1	186550	187128	2	2	0	0	20	28
chr1	187891	188129	2	2	1	0	60	33
chr1	188267	188438	2	2	1	0	32	16
chr1	188585	188790	2	2	1	0	22	8
chr1	188903	195262	2	2	1	0	34	35
chr1	268817	289265	2	2	1	0	18	28
chr1	494899	494991	2	2	1	0	60	21
chr1	495050	497108	2	2	1	0	19	29
chr1	497300	498072	2	2	1	0	11	15
chr1	497300	498398	2	2	1	0	2	25
chr1	498306	498398	2	2	1	0	1	14
chr1	501621	502464	2	2	1	0	88	18
chr1	503865	504979	2	2	0	0	24	25
chr1	503865	746694	2	2	0	0	24	25
chr1	514424	517184	2	2	1	15	0	37
chr1	514424	522858	2	2	0	0	9	29
chr1	514424	764722	2	2	0	0	9	29
chr1	517267	522858	2	2	1	0	21	28
chr1	729805	733306	2	2	1	0	2	15
chr1	729956	732016	2	2	0	0	13	15
chr1	729956	735422	2	2	0	0	13	15
chr1	732208	732980	2	2	1	0	55	28
chr1	733365	735422	2	2	1	0	6	29
chr1	736771	738833	2	2	0	24	0	21
chr1	743351	744194	2	2	1	0	88	18
chr1	744826	746694	2	2	1	0	19	31
chr1	756142	758966	2	2	1	0	119	24
chr1	759124	764722	2	2	1	0	21	28
chr1	765248	766328	2	2	1	0	70	37
chr1	768614	769496	2	2	1	0	31	31
chr1	773108	774170	2	2	1	0	8	23
chr1	826924	829002	1	1	1	15	0	13
chr1	847807	851926	1	1	1	10	0	35
chr1	944801	945041	2	2	1	45	0	37
chr1	944801	945056	2	2	1	50	18	6
chr1	945147	945517	2	2	1	35	0	32
chr1	945654	946172	2	2	1	121	2	35
chr1	946287	946401	2	2	1	133	0	25
chr1	946546	948130	2	2	1	86	0	30
chr1	948233	948489	2	2	1	199	0	37
chr1	948604	951126	2	2	1	91	0	36
chr1	951239	951999	2	2	1	73	0	36
chr1	952140	952411	2	2	1	103	0	33
chr1	952601	953174	2	2	1	158	0	33
chr1	953289	953781	2	2	1	67	0	25
chr1	953893	954003	2	2	1	113	0	36
chr1	954083	955922	2	2	1	100	4	27
chr1	956014	956094	2	2	1	157	0	33
chr1	956216	956893	2	2	1	40	0	16
chr1	957026	957098	2	2	1	185	0	37
chr1	957274	958928	2	2	1	28	0	13
chr1	959082	959214	2	2	1	7	0	3
chr1	962918	963108	1	1	1	19	0	36
chr1	964009	964106	1	1	1	29	0	19
chr1	964531	964962	1	1	1	17	0	27
chr1	966615	966703	1	1	1	18	0	16
chr1	999788	999865	2	2	1	13	0	4
chr1	1013577	1013983	1	1	1	311	0	36
chr1	1020374	1022200	1	1	1	51	0	37
chr1	1022463	1035276	1	1	1	70	0	32
chr1	1035325	1040664	1	1	1	138	0	33
chr1	1040881	1041172	1	1	1	4	0	23
chr1	1041398	1041477	1	1	1	13	0	32
chr1	1041703	1041955	1	1	1	64	0	26
chr1	1042163	1043238	1	1	1	57	0	16
chr1	1043458	1043537	1	1	1	1	0	27
chr1	1043733	1043822	1	1	1	35	0	9
chr1	1044024	1044108	1	1	1	100	0	34
chr1	1044258	1044333	1	1	1	51	0	29
chr1	1044440	1045160	1	1	1	149	0	27
chr1	1045278	1045358	1	1	1	55	0	23
chr1	1045524	1045732	1	1	1	85	0	37
chr1	1045877	1045963	1	1	1	68	0	27
chr1	1046089	1046159	1	1	1	72	0	23
chr1	1046266	1046396	1	1	1	98	0	28
chr1	1046736	1046819	1	1	1	49	0	35
chr1	1046958	1047326	1	1	1	109	0	35
chr1	1047455	1047572	1	1	1	286	0	36
chr1	1047688	1047775	1	1	1	91	0	28
chr1	1047896	1048011	1	1	1	33	0	36
chr1	1048366	1048866	1	1	1	69	0	13
chr1	1049060	1049235	1	1	1	87	0	20
chr1	1049452	1049565	1	1	1	95	0	36
chr1	1049796	1049902	1	1	1	140	0	33
chr1	1050038	1050232	1	1	1	27	0	32
chr1	1050330	1050426	1	1	1	78	0	33
chr1	1050592	1050725	1	1	1	177	0	33
chr1	1050838	1051252	1	1	1	164	0	33
chr1	1051370	1051452	1	1	1	93	0	36
chr1	1051646	1051727	1	1	1	210	0	30
chr1	1051816	1053752	1	1	1	228	0	37
chr1	1053978	1054447	1	1	1	122	0	27
chr1	1054552	1054823	1	1	1	6	0	23
chr1	1055216	1055897	1	1	1	0	1	4
chr1	1063202	1065829	1	1	1	29	0	22
chr1	1063318	1065829	1	1	0	28	0	34
chr1	1064590	1065948	1	1	1	0	1	3
chr1	1082988	1083914	2	2	1	22	0	29
chr1	1082988	1084352	2	2	1	44	0	14
chr1	1084384	1084480	2	2	1	44	0	26
chr1	1084507	1085877	2	2	1	77	0	19
chr1	1086013	1087138	2	2	1	16	0	23
chr1	1090429	1091471	2	2	1	6	0	32
chr1	1212705	1212991	2	2	1	35	0	8
chr1	1217689	1218457	2	2	1	167	0	36
chr1	1218634	1218768	2	2	1	169	0	34
chr1	1218928	1223243	2	2	1	26	0	32
chr1	1223358	1223831	2	2	1	346	0	36
chr1	1223969	1228467	2	2	1	279	0	37
chr1	1228947	1231891	2	2	1	28	0	11
chr1	1255488	1256044	2	2	1	196	0	37
chr1	1256126	1256991	2	2	1	136	0	21
chr1	1257131	1257207	2	2	1	101	0	27
chr1	1257311	1263345	2	2	1	204	0	29
chr1	1263387	1266097	2	2	1	47	0	22
chr1	1263387	1267861	2	2	1	92	0	33
chr1	1266241	1267861	2	2	0	16	0	15
chr1	1267993	1273498	2	2	1	0	1	3
chr1	1267993	1273665	2	2	1	26	1	6
chr1	1275300	1279067	1	1	1	9	0	28
chr1	1281611	1282241	1	1	1	8	0	25
chr1	1286976	1287108	1	1	1	56	0	35
chr1	1287837	1287938	1	1	1	5	0	29
chr1	1288038	1290270	1	1	1	1	0	36
chr1	1290556	1290636	1	1	1	9	0	26
chr1	1290695	1290894	1	1	1	11	0	5
chr1	1290954	1291064	1	1	1	12	0	11
chr1	1294200	1294401	2	2	1	19	0	32
chr1	1294629	1294717	2	2	1	23	0	17
